Category,Address,Municipality,Price,Tenant,Land Use,Land Area,Sub Type,Event Date,Vendor,Vendor Signing Officer,Vendor Address,Purchaser,Purchaser Signing Officer,Purchaser Address,Mortgage Type 1,Primary Lender 1,Secondary Lender 1,Tertiary Lender 1,Interest Rate 1,Principal Amount 1,Calculation Period 1,Payment Frequency 1,Payment Amount 1,Commencement Date 1,Maturity Date 1,Instrument Date 1,See Remarks 1,Mortgage Type 2,Primary Lender 2,Secondary Lender 2,Tertiary Lender 2,Interest Rate 2,Principal Amount 2,Calculation Period 2,Payment Frequency 2,Payment Amount 2,Commencement Date 2,Maturity Date 2,Instrument Date 2,See Remarks 2,Mortgage Type 3,Primary Lender 3,Secondary Lender 3,Tertiary Lender 3,Interest Rate 3,Principal Amount 3,Calculation Period 3,Payment Frequency 3,Payment Amount 3,Commencement Date 3,Maturity Date 3,Instrument Date 3,See Remarks 3,Mortgage Type 4,Primary Lender 4,Secondary Lender 4,Tertiary Lender 4,Interest Rate 4,Principal Amount 4,Calculation Period 4,Payment Frequency 4,Payment Amount 4,Commencement Date 4,Maturity Date 4,Instrument Date 4,See Remarks 4
Retail,191 College Street,Old Toronto,"$6,750,000 ",Single Tenant,,,Streetfront,5/31/2019,Fox and Fiddle (TSR Properties Corporation),"Mary Stathoukos, ASO", 191 College Street    -   2008-05-15,11268767 Canada Corp.  - Private Investor - Canadian,"Bingxu Chen, ASO","9130 Leslie Street, Suite 303, Richmond Hill, Ontario, L4B 0B9",VTB,Vendor Financed,,,5.0% per annum,"$3,000,000.00 ",Annually,Monthly,"$12,500.00 ",6/30/2019,6/30/2023,5/31/2019,,Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal prime rate + 5.0% per annum,"$2,900,000.00 ",Monthly,,,,,5/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,503 Oakwood Avenue,York,"$2,050,000 ",Multi Tenant,,,Streetfront,5/31/2019,503 Oakwood Inc.,"Victoria Tal, ASO","384 Queen Street East, Toronto, ON, M5A 1T1",2698041 Ontario Inc.  - Private Investor - Canadian,"Anthony Niro, ASO","100 MacIntosh Boulevard, Concord, Ontario, L4K 4P3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"Unit E32, 4300 Steeles Avenue East",Markham,"$1,210,000 ",Multi Tenant,,,Community Shopping Centre,5/31/2019,AM-Call Wireless Inc.,"Edgar Pang, President","57 Alden Road, Unit 9, Markham, Ontario, L3R 8N5",The Wireless Geek Inc.  - User,"The Wireless Geek Inc.,","E32, 4300 Steeles Avenue East, Markham, ON L3R 0Y5",Subsequent - Demand Debenture,Royal Bank of Canada,,,Royal Bank of Canada's Prime Interest Rate plus 5% per annum,"$870,000.00 ",,,,,,5/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2953 Bathurst Street,North York,"$2,850,000 ",Multi Tenant,,,Free Standing,5/31/2019,Gaymar Investments Limited,"Gail Silver and Mark Jordan, President and Vice President","306-350 Lonsdale Road, Toronto, ON, M5P 1R6",Binyonim Lemoisdai Hachinuch  - User,"Albert Grosz, Yidel Fischer and Baruch Lichtenstein, ASOs","2949 Bathurst Street, Toronto, Ontario, M6B 3B2",Subsequent,Computershare Trust Company of Canada,,,5.25% per annum,"$3,200,000.00 ",Semi-annually,Monthly,"$19,069.38 ",7/1/2019,6/1/2022,5/31/2019,This charge is also registered against PIN 10193-0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,3586 Dufferin Street,North York,"$2,625,000 ",Multi Tenant,,,Streetfront,5/30/2019,SH Tyminski Holdings Ltd.,"Carole A. Timme, President","Carole A. Timme, President",3586 Dufferin Inc.  - Private Investor - Canadian,"So-Jeong Chae, ASO","18 Lynwood Avenue, Toronto, ON, M4V 1K3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,4019 Sheppard Avenue East,Scarborough,"$1,050,000 ",Multi Tenant,,,Free Standing,5/30/2019,An individual(s) acting in his/her own capacity,,"Andrew J. Docherty, ASO",Petro-Canada (Suncor Energy Inc.)  - Private Investor - Canadian,"Andrew J. Docherty, ASO","2489 North Sheridan Way, Mississauga, Ontario, L5K 1A8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1510 Queen Street West,Old Toronto,"$1,260,000 ",Multi Tenant,,,Streetfront,5/30/2019,2535659 Ontario Inc.,"Moira Spielmann, Director", 1510 Queen Street West    -   2016-09-26,Accessible Lifestyle Developments Inc.  - Private Investor - Canadian,"Mark Agostino Cinelli, ASO","43 - 1450 O'Connor Drive, Toronto, ON, M4B 2T8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,612 Richmond Street West,Old Toronto,"$4,955,000 ",Multi Tenant,,,Other,5/29/2019,Lamb Development Corp. (The Harlowe Inc.),"Brad J. Lamb, President","Brad J. Lamb, President",Impact Equity (612 Richmond Street West Inc.)  - Private Investor - Canadian,"Amin Jadavji, Director","PO Box 83518 Avenue Road, Toronto, ON, M5R 376",Subsequent - Demand Debenture,Kingsett Mortgage Corporation,,,N/A,"$4,500,000.00 ",Monthly,Monthly,,7/1/2019,6/1/2021,5/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,613 Mount Pleasant Road,Old Toronto,"$1,308,000 ",Multi Tenant,,,Streetfront,5/29/2019,Finncan Limited,"Harri Mattila, ASO","Harri Mattila, ASO",1910950 Ontario Inc.  - Private Investor - Canadian,"Brenda Li, ASO","651 Mt. Pleasant Road, Toronto, Ontario, M4S 2N2",Subsequent - Demand Debenture,Business Development Bank of Canada,,,Business Development Bank of Canada prime rate + 10.0% per annum,"$1,308,000.00 ",Monthly,Monthly,,,,5/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"19 Brock Street West
21 Brock Street West",Uxbridge,"$1,365,000 ",Multi Tenant,,,Streetfront,5/28/2019,9624473 Canada Inc.,"Ying Chen, ASO", 19 - 21 Brock Street West    -   2016-03-29,CM&H Development Inc.  - Private Investor - Canadian,"Yunsheng Lin, ASO","19 - 21 Brock Street West, Uxbridge, Ontario",Subsequent,Royal Bank of Canada,,,18%,"$820,000.00 ",Semi-annually,Monthly,"$12,024.32 ",7/1/2019,6/1/2022,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,151 Church Street,Old Toronto,"$3,200,000 ",Multi Tenant,,,Streetfront,5/28/2019,1747086 Ontario Inc.,"Gera Pekar, President","Gera Pekar, President",5012320 Ontario Inc.  - Private Investor - Canadian,"Ali Motevalli and Roghieh Motevalli, ASOs","155 Church Street, Unit A, Toronto, Ontario, M5B 1Y4",Subsequent,CIBC Mortgages Inc.,,,4.011% per annum,"$650,000.00 ",Semi-annually,Monthly,"$3,423.01 ",7/1/2019,6/1/2024,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"15252 Yonge Street
12 Wellington Street West",Aurora,"$2,500,000 ",Single Tenant,,,Free Standing,5/24/2019,Alre Properties Inc.,"Robert Di Giorgio, ASO", 15252 Yonge Street & 12 Wellington Street West    -   2017-04-26,2694902 Ontario Limited  - Private Investor - Canadian,"Bryan Toteda, ASO","15252 Yonge Street, Aurora, Ontario, L4G 1N4",Assumed,Royal Bank of Canada,,,18%,"$1,185,000.00 ",Semi-annually,Monthly,"$17,376.60 ",6/1/2017,5/1/2022,4/26/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,220 King Street East,Old Toronto,"$10,700,000 ",Multi Tenant,,,Streetfront,5/24/2019,Context Properties (Mozo Developments Inc.),"Howard Cohen, President, Secretary and Treasurer", MOZO    -   2001-11-09,Silvercore Properties (220 King East Holdings Inc.)  - Private Investor - Canadian,"Sheldon Silverberg, ASO","c/o Silvercore Properties Inc., 5734 Yonge Street, 5th Floor, Toronto, Ontario, M2M 4E7",Subsequent,RBC Investor Services Trust,,,12.0% per annum,"$6,000,000.00 ",Semi-annually,Monthly,"61,913.97",7/3/2019,6/1/2027,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1500 Meyerside Drive,Mississauga,"$2,650,000 ",Single Tenant,,,Free Standing,5/22/2019,The Toronto-Dominion Bank,"Michael Gould, VP, Real Estate","TD Bank Tower, 66 Wellington Street West, 14th Floor, Toronto, ON, M5K 1A3",2687408 Ontario Inc.  - Private Investor - Canadian,"Abdul Raqeeb Malik, ASO","1280 Finch Avenue West, Suite 602, Toronto, ON, M3J 3K6",Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal prime rate + 5.0% per annum,"$1,325,000.00 ",Monthly,,,,,5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,60 Colborne Street,Old Toronto,"$15,500,000 ",Multi Tenant,,,Streetfront,5/21/2019,Carterra (2686133 Ontario Inc.),"Allison Koronyi, President", 60 Colborne Street    -   2019-03-28,Freed Developments (Freed (Colborne) Ltd.)  - Developer,"Peter Freed, President","552 Wellington St W # 1500, Toronto, ON, M5V 2V5",Subsequent,HMT Holdings Inc.,,,Equitable Bank prime rate + 3.35% per annum,"$16,600,000.00 ",Monthly,Monthly,,7/1/2019,6/1/2020,5/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"1034 Burnhamthorpe Road East
1040 Burnhamthorpe Road East",Mississauga,"$1,550,000 ",Multi Tenant,,,Streetfront,5/21/2019,Blue Ribbon Investments Inc.,"Alex Valaskatzis, ASO","c/o 5464 Dundas Street West, Suite 200, Toronto, Ontario, M9B 1B4",5003484 Ontario Inc.  - Private Investor - Canadian,"Nakanathan Krishnan, ASO","18 Rosemeade Avenue, Toronto, Ontario, M8Y 3A3",Subsequent - Demand Debenture,The Toronto-Dominion Bank,,,The Toronto-Dominion Bank's Prime Rate plus 50% per annum,"$1,150,000.00 ",,Monthly,,,,5/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,3360 Steeles Avenue West,Vaughan,"$1,587,000 ",Single Tenant,,,Automotive,5/17/2019,1862335 Ontario Inc.,"Riccardo Magaletta and Giovanni Rocca, President and Secretary","42 Birdstone Crescent, Toronto, Ontario, M6N 5H5",2695211 Ontario Inc.  - User,"Gurjit Kaur Dhillon, ASO","10 Springwood Heights Crescent, Brampton, Ontario, L6P 2C3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,42 Brock Street West,Uxbridge,"$1,337,000 ",Multi Tenant,,,Streetfront,5/17/2019,An individual(s) acting in his/her own capacity,,"Yinao Zhang, ASO",2677679 Ontario Inc.  - Private Investor - Canadian,"Yinao Zhang, ASO","755 Sandford Road, Uxbridge, Ontario, L9P 1R2",Subsequent,Royal Bank of Canada,,,18%,"$1,002,750.00 ",Semi-annually,Monthly,"$14,754.12 ",6/1/2019,6/1/2022,5/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2195 Yonge Street,Old Toronto,"$25,000,000 ",Multi Tenant,,,Other,5/16/2019,Minto Group (Minto Properties Inc.),"Jaime McKenna and Glen MacMullin, Vice President, Finance, and Senior Vice President","Jaime McKenna and Glen MacMullin, Vice President, Finance, and Senior Vice President",2683817 Ontario Inc.  - Private Investor - Canadian,"Raj Aneja, ASO","7470 Airport Road, 2nd Floor, Mississauga, ON, L4T 2H5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,452 Parliament Street,Old Toronto,"$1,000,000 ",Multi Tenant,,,Streetfront,5/16/2019,Parliament Realty Co. Limited,"Jeffrey David Wainberg, ASO","Jeffrey David Wainberg, ASO",The Beauregard Ltd.  - Private Investor - Canadian,"Beauregard Opperman, ASO","51 Wolfrey Avenue, Toronto, Ontario, M4K 1K9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,783 Annette Street,Old Toronto,"$1,575,000 ",Multi Tenant,,,Streetfront,5/16/2019,Nithcroft Holdings Inc.,"Karen Dalton, ASO","c/o Atkinson Law, 17B Cosmo Rd., Toronto, ON",2625970 Ontario Corporation  - User,"Adrienne Kaminskyj, ASO","783 Annette Street, Toronto, ON, M6S 2E4",Subsequent,Equitable Bank,,,5.5% per annum,"$655,000.00 ",Semi-annually,Monthly,"$3,998.06 ",7/5/2019,6/5/2022,5/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,697 College Street,Old Toronto,"$1,498,000 ",Multi Tenant,,,Streetfront,5/16/2019,Junction Investments Inc.,"Jonathan Hyman, ASO","Jonathan Hyman, ASO",2609935 Ontario Inc.  - Private Investor - Canadian,"Guoqiang Liang Zhen and Yanling Liang He, ASOs","40 Dawnmist Crescent, Toronto, Ontario, M1V 4K2",Subsequent,Keb Hana Bank Canada,,,The Canadian Prime Rate plus 0.50% per annum,"$800,000.00 ",Monthly,Monthly,"$4,423.99 ",6/16/2019,5/16/2022,5/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2752 Victoria Park Avenue,North York,"$5,650,000 ",Multi Tenant,,,Neighbourhood Shopping Centre,5/15/2019,Lanbal Construction Limited,"Gabriella Naylor, President","2800 John Street, Unit 22, Markham, Ontario, L3R 0E2",2691909 Ontario Limited  - Private Investor - Canadian,"Yasin Popatia, ASO","32 Hans Drive, Markham, Ontario, L6V 1S8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,11 Charlotte Street,Old Toronto,"$4,200,000 ",Single Tenant,,,Other,5/15/2019,11 Charlotte Street Inc.,"Guy Snir, Director", 11 Charlotte Street    -   2010-10-01,11228617 Canada Inc.  - Private Investor - Canadian,"Lin Zhao, ASO","10 Scott Hall Court Markham, ON L6C 1A4",Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal prime rate + 5.0% per annum,"$2,300,000.00 ",Monthly,,,,,5/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1554 Eglinton Avenue West,York,"$1,132,000 ",Multi Tenant,,,Streetfront,5/15/2019,An individual(s) acting in his/her own capacity,,"Ronald Davidzon, ASO",1554 Eglinton Inc.  - Private Investor - Canadian,"Ronald Davidzon, ASO","1120 Finch Avenue West, Suite 503, Toronto, Ontario, M3J 3H7",Subsequent,Equitable Bank,,,Equitable Bank's Prime Rate plus 1.40%,"$849,000.00 ",Semi-annually,Monthly,,7/5/2019,6/5/2022,5/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,296 Wilson Avenue,North York,"$1,610,000 ",Multi Tenant,,,Streetfront,5/14/2019,Torah V'Avodah Congregation,"Trustees of Torah VAvodah, ASO","c/o Mizrachi Canada, 4600 Bathurst St., Suite 316, Toronto, Ontario, M2R 3V2",BDS Estate Limited  - Private Investor - Canadian,"Satwinder Kaur, Darren Wylie and Balvinder Kaur, ASOs","24 Eltesoro Street, Brampton, Ontario, L6P 4J6",Subsequent,2689918 Ontario Inc.,,,7.0% per annum,"$600,000.00 ",Monthly,Monthly,"$3,500.00 ",7/1/2019,6/1/2020,5/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2999 Bathurst Street,Old Toronto,"$1,000,000 ",Multi Tenant,,,Streetfront,5/13/2019,An individual(s) acting in his/her own capacity,,"Avrahem Schur, ASO",2675458 Ontario Limited  - Private Investor - Canadian,"Avrahem Schur, ASO","71 Fairholme Avenue, Toronto, Ontario, M6B 2W8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,265 Lakeshore Road East,Mississauga,"$1,545,000 ",Single Tenant,,,Streetfront,5/10/2019,An individual(s) acting in his/her own capacity,,"Jenny Gerges, ASO",265 Lakeshore Road East Inc.  - Private Investor - Canadian,"Jenny Gerges, ASO","2450 Carrington Place, Oakville, Ontario, L6J 6G5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,466 Dovercourt Road,Old Toronto,"$4,400,000 ",Multi Tenant,,,Other,5/10/2019,"Wellspace Inc.
2233760 Ontario Inc.","Paul McCaughey and Gerald McCaughey, Presidents", 466 Dovercourt Road    -   2010-02-26,TAS Design Build (2690810 Ontario Inc.)  - Developer,"Abolfazl Mortazavi, ASO","491 Eglinton Avenue West, Suite 503, Toronto, ON, M2M 1A8",Subsequent,Morfam Inc.,,,6.5% per annum,"$2,000,000.00 ",Monthly,Monthly,"$10,833.34 ",7/1/2019,6/1/2020,5/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1776 Danforth Avenue,Old Toronto,"$1,600,000 ",Multi Tenant,,,Streetfront,5/10/2019,The School of Professional Makeup Ltd.,"Robert Closs, ASO","4A Rushbrooke Avenue, Toronto, Ontario, M4M 3A9",Munlat Inc.  - Private Investor - Canadian,"Christopher Munro, ASO","189 Wolverleigh Boulevard, Toronto, Ontario, M4C 1S1",Subsequent,Vendor Financed,,,6%,"$1,075,000.00 ",Monthly,Monthly,"$5,375.00 ",7/1/2019,4/30/2021,5/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1321 St. Clair Avenue West,Old Toronto,"$2,400,000 ",Multi Tenant,,,Streetfront,5/9/2019,Liberty Western (Liberty St. Clair Inc.),"Daniel Pitoscia, ASO","89 - 91 Roncesvalles Avenue, Unit 008, Toronto, Ontario",2694605 Ontario Inc.  - Private Investor - Canadian,"James Deleo, ASO","1321 St. Clair Avenue West, Toronto, Ontario, M6E 1C2",Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal's Prime Rate plus 5.00%,"$1,630,000.00 ",Monthly,,,,,5/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,8086 Islington Avenue,Vaughan,"$2,250,000 ",Multi Tenant,,,Free Standing,5/8/2019,An individual(s) acting in his/her own capacity,,"Giovanni Nicol Sisti, ASO",Sisti Investments Inc.  - Private Investor - Canadian,"Giovanni Nicol Sisti, ASO","218 Julian Valentina Avenue, Woodbridge, Ontario, L4H 1Z2",Subsequent,Royal Bank of Canada,,,18%,"$1,200,000.00 ",Semi-annually,,,,,5/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"Unit 107, 625 Queen Street East
Unit 108, 625 Queen Street East
Unit 109, 625 Queen Street East",Old Toronto,"$3,225,000 ",Multi Tenant,,,Streetfront,5/8/2019,Dream Unlimited (S/D Commercial Holdings #1 Inc.),"Jason Lester, President"," Units 107-109, 625 Queen Street East    -   2009-06-30",Lee Chow Group Ltd.  - Private Investor - Canadian,"Jason Chow, ASO","224 Robert Street, Toronto, ON, M5S 2K7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1154 Queen Street West,Old Toronto,"$4,300,000 ",Multi Tenant,,,Streetfront,5/7/2019,Watson Properties (Chiltern Firehouse Investments Limited),"Cierra Lyanna Watson, President", 1154 Queen Street West    -   2017-05-19,2693047 Ontario Inc.  - Private Investor - Canadian,"Ronald Kalifer, ASO","104-525 Chaplin Crescent, Toronto, Ontario, M5N 2N2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2122 Queen Street East,Old Toronto,"$12,300,000 ",Multi Tenant,,,Streetfront,5/7/2019,Hammersmith Manor Enterprises Inc.,"Adam Rubinoff and Noah Geist, Secretary and President","488 Wellington Street West, Suite 201, Toronto, Ontario, M5V 1E3",SPI Queen Holdings Inc.  - Private Investor - Canadian,"Sheldon Silverberg, ASO","5734 Yonge Street, 5th Floor, Toronto, Ontario, M2M 4E7",Subsequent,The Great-West Life Assurance Company,,,3.603% per annum,"$7,500,000.00 ",Semi-annually,Monthly,"$37,855.00 ",6/30/2019,6/1/2029,5/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,3018 Danforth Avenue,East York,"$2,975,000 ",Multi Tenant,,,Streetfront,5/6/2019,"An individual(s) acting in his/her own capacity
Patiniotis Enterprises Ltd.","Constantios Patiniotis, President","125 Elm Ridge Drive, Toronto, Ontario, M6B 1A6",Marhaba Super Market (Kohinoor Wahed Holdings Ltd.)  - User,"Mohammed Abdul-Wahed, ASO","75 Silvio Avenue, Toronto, ON, M1K 1V5",Subsequent,Vendor Financed,,,4.95% per annum,"$1,900,000.00 ",Monthly,Monthly,"$7,837.50 ",6/3/2019,8/31/2019,5/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,801 Gerrard Street East,Old Toronto,"$1,265,000 ",Multi Tenant,,,Streetfront,5/6/2019,Far East Television Inc.,"Christopher Chew, ASO", 801 Gerrard Street East    -   2014-09-30,An individual(s) acting in his/her own capacity   ,,,Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal's Prime Rate plus 5.00%,"$700,000.00 ",,,,,,5/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,430 South Service Road West,Oakville,"$3,000,000 ",Single Tenant,,,Automotive,5/3/2019,MPR Investments Inc.,"Marc Rousseau, President","142 Forbes Terrace, Milton, Ontario, L9T 4V1",Budd's (Budds' Holdco Ltd.)  - Private Investor - Canadian,"Stuart Christopher Budd, ASO","2454 South Service Road West, Oakville, Ontario, L6L 5M9",Subsequent,The Bank of Nova Scotia,,,Prime plus 6%,"$3,000,000.00 ",,,,,,5/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,226 Greenwood Avenue,Old Toronto,"$1,775,000 ",Multi Tenant,,,Streetfront,5/3/2019,Excelsior Financial Group Inc (2321942 Ontario Inc.),"SatishThakkar, President","SatishThakkar, President",Maha's Fine Egyptian Cuisine (2639443 Ontario Inc.)  - User,"Monika Wahbi, ASO","226 Greenwood Ave, Toronto, Ontario, M4L 2R2",Subsequent,Bank of Montreal,,,Prime Rate Plus 5% Per Annum,"$1,172,500.00 ",Monthly,,,,,5/3/2019,,VTB,Vachi Investments Inc. (as to a 25% interest),2329305 Ontario Inc. (as to a 25% interest),2176847 Ontario Inc. (as to a 50% interest),4.5% Per Annum,"$209,000.00 ",Annually,Monthly,783.75,6/2/2019,5/2/2021,5/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,2 Henderson Drive,Aurora,"$1,900,000 ",Multi Tenant,,,Free Standing,5/2/2019,An individual(s) acting in his/her own capacity,,"Frank Trelle, President",2690137 Ontario Inc.  - Private Investor - Canadian,"Frank Trelle, President","65 Barletta Drive, Maple, Ontario, L6A 4H5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,6123 Yonge Street,North York,"$7,175,000 ",Multi Tenant,,,Strip/Convenience,5/2/2019,"365412 Ontario Limited
Surgical Solutions Inc.","Harriet Betel and Claudia Solish, Presidents","7 Farrington Drive, Toronto, ON, M2L 2B4 and 662 Sheppard Avenue East, Suite 1204C, Toronto, ON, M2K 3E6",2687803 Ontario Inc.  - Private Investor - Canadian,"Amir Hossein Ardakani Fard, ASO","67 Stuart Avenue, Toronto, Ontario, M2N 1B2",VTB,Vendor Financed,,,4.0% per annum,"$5,075,000.00 ",Semi-annually,Monthly,"$26,696.00 ",5/30/2019,4/30/2023,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,339 Lakeshore Road East,Oakville,"$1,150,000 ",Multi Tenant,,,Streetfront,5/2/2019,Pizzaiolo (2381687 Ontario Limited),"Luigi Petrella, President", 339 Lakeshore Road East    -   2013-07-30,2540507 Ontario Inc.  - Private Investor - Canadian,"Renato Meleca, ASO","2408 Bluestream Drive, Oakville, Ontario, L6H 7J8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,15263 Yonge Street,Aurora,"$3,120,000 ",Multi Tenant,,,Streetfront,5/2/2019,Hempen Jewellers (2046630 Ontario Limited),"Thomas Hempen, ASO","220 Main Street South, Newmarket, Ontario, L3Y 3Y3",Yonge Centre Street Limited  - Private Investor - Canadian,"Tony Totera, President","245 Eddystone Avenue, Toronto, Ontario, M3N 1H8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,940 Danforth Avenue,East York,"$3,200,000 ",Multi Tenant,,,Streetfront,5/2/2019,2240740 Ontario Inc.,"Erdal Dogan, ASO", 940 Danforth Avenue    -   2010-06-14,10503452 Canada Inc.  - User,"Asif Karimov and Orkhan Karimov, ASOs","940 Danforth Avenue, Toronto, Ontario, M4J 1L9",Subsequent,Royal Bank of Canada,,,18.0% per annum,"$1,850,000.00 ",Semi-annually,Monthly,"$27,128.03 ",6/1/2019,5/1/2022,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,202 Augusta Avenue,Old Toronto,"$2,025,000 ",Multi Tenant,,,Streetfront,5/2/2019,An individual(s) acting in his/her own capacity,,"James Milton Maskalyk, ASO",Maskalyk Holdings Limited  - User,"James Milton Maskalyk, ASO","202 Augusta Avenue, Unit 2, Toronto, Ontario",Subsequent,The Toronto-Dominion Bank,,,The Bank's Prime Rate Plus 5% Per Annum,"$1,500,000.00 ",,,,,,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,1150 Yonge Street,Old Toronto,"$6,675,000 ",Multi Tenant,,,Streetfront,5/2/2019,An individual(s) acting in his/her own capacity,,"Felicia Ross, ASO",Moksha Yoga Uptown (2302122 Ontario Inc.)  - User,"Felicia Ross, ASO","109 Ridley Blvd., Toronto, Ontario, M5M 3L8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,4491 Highway No. 7 East,Markham,"$2,600,000 ",Single Tenant,,,Free Standing,5/2/2019,2448138 Ontario Ltd.,"Peter Tieu, Director", 4491 Highway No. 7 East    -   2017-12-15,Money Broker Canada (2678924 Ontario Inc.)  - Private Investor - Canadian,"Christine Xu, ASO","4400 Highway 7 East, Unionville, Ontario, L3R 1M2",Subsequent - Demand Debenture,Shinhan Bank Canada,,,Shinhan Bank Canada Prime Rate plus 1.00%,"$1,540,000.00 ",Monthly,Monthly,,5/30/2019,,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,"1970 St. Clair Avenue West
75 Gunns Road",Old Toronto,"$88,500,000 ",Multi Tenant,,,Regional Shopping Centre,5/1/2019,Canada Pension Plan Investment Board (2176905 Ontario Limited),"Marco Ding, ASO", 30 Weston Road    -   2007-09-13,RioCan REIT (Riotrin Properties (Weston) Inc.)  - Public Investor - Canadian,"Jonathan Gitlin, President and COO","c/o 2300 Yonge Street, Suite 500, Toronto, Ontario, M4P 1E4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
